period,label,spatial_coverage,start,stop,authority,source,publication_year,broader_periods,narrower_periods
http://n2t.net/ark:/99152/p086kj9298n,Icarian,Iowa,1852,1879,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9np4z,1870 - 1930,Iowa,1870,1930,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9mtxk,1870-1998,Iowa,1870,1998,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9h22x,1880 to 2008,Iowa,1880,2008,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9tr6j,Judge Tobin,Iowa,1885,1980,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9f83j,20th century,Iowa,1900,1950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9j94x,WWI military structure remains,Iowa,1914,1919,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj96dwk,Depression era,Iowa,1929,1941,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9w8v8,ca. 1930s-1940s,Iowa,1930,1950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj92x6b,Mid-late 20th century commerce,Iowa,1935,2000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9zb5p,post 1937,Iowa,1937,2000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9m8ch,Clovis,Kentucky,-9500,-8500,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj93rh4,Cumberland,Kentucky,-9500,-8500,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj99hxk,Early Paleo-Indian,Kentucky,-9500,-8500,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9vqdh,Indet. Prehistoric,Kentucky,-9500,1700,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9tcwx,"Paleo-indian, undefined",Kentucky,-9500,-8000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj98scc,Dalton-Henderson,Kentucky,-8500,-8000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9w7rx,Late Paleo-Indian,Kentucky,-8500,-8000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9fwr7,Quad,Kentucky,-8500,-8000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj926q4,"Archaic, indeterminate",Kentucky,-8000,-1000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9rkxj,Bifurcate,Kentucky,-8000,-6000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj96s5t,Early Side Notched,Kentucky,-8000,-6000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9tbgn,"Early-Middle Archaic, indet.",Kentucky,-8000,-1000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9zm53,Kirk-Palmer,Kentucky,-8000,-6000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9gpvp,Lg SN Cluster,Kentucky,-8000,-6000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9z8c4,"Middle-Late Archaic, indet.",Kentucky,-8000,-1000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9dqjg,Multi,Kentucky,-8000,-6000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9hb3n,Thebes-Lost Lake,Kentucky,-8000,-6000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj955xk,Unknown,Kentucky,-8000,-1000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9ht5g,Crab Orchard,Kentucky,-6000,-3000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9pbf9,Faulkner,Kentucky,-6000,-3000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj94b8g,Hopewellian,Kentucky,-6000,-3000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9s6bv,Mann,Kentucky,-6000,-3000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9bbs2,"Middle Archaic, indet.",Kentucky,-6000,-3000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9vv5c,Tablerock,Kentucky,-6000,-3000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj92tdf,Green River,Kentucky,-3000,-1000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9m39c,"Late Archaic, indet.",Kentucky,-3000,-1000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj97j6c,Maple Creek,Kentucky,-3000,-1000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9mdwp,Riverton,Kentucky,-3000,-1000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9nvrg,Skidmore,Kentucky,-3000,-1000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9688d,"Early Woodland, indet",Kentucky,-1000,-0200,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9dbcj,Fayette,Kentucky,-1000,-0200,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9s35b,"Middle-Late Woodland, indet.",Kentucky,-1000,1000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj96cdm,"Woodland, indet.",Kentucky,-1000,1000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9sw6g,Adena,Kentucky,-0200,0500,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9x64w,"Middle Woodland, indet",Kentucky,-0200,1000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj962v9,Baytown,Kentucky,0500,1000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9qqdg,Hoecake,Kentucky,0500,1000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9css5,Late Woodland,Kentucky,0500,1000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9wn5t,"Late Woodland, indet.",Kentucky,0500,1000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj944pp,Lewis,Kentucky,0500,1000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9pdhj,Newtown,Kentucky,0500,1000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9f56n,Terminal Late Woodland,Kentucky,0500,1000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj93r5r,Yankeetown,Kentucky,0500,1000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9fc9f,LW & Miss - FA,Kentucky,0900,1100,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj958hg,Angel,Kentucky,1000,1700,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj99x65,Caborn-Welborn,Kentucky,1000,1700,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9prmh,Dorena,Kentucky,1000,1700,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj927td,Fort Ancient,Kentucky,1000,1700,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9sp72,Indet. Fort Ancient,Kentucky,1000,1700,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj96mkc,Indet. Mississippi,Kentucky,1000,1700,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9ntb6,James Bayou,Kentucky,1000,1700,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9cbfx,Jonathan Creek,Kentucky,1000,1700,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9zs5j,"Late Prehistoric, indet.",Kentucky,1000,1700,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9d9xk,Medley,Kentucky,1000,1700,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9t69s,Tri Pt Only,Kentucky,1000,1700,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9372b,Historic American Indian,Kentucky,1650,1950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
